frame_idx,timestamp_sec,motion_magnitude_mean,motion_magnitude_sum,motion_area_ratio,motion_entropy,motion_concentration,small_motion_energy,new_motion_region_score,scene_change_score,global_motion_dx,global_motion_dy,global_motion_scale,global_motion_rotation,global_motion_score,residual_motion_mean,residual_motion_area_ratio,camera_motion_flag
1896,63.2632,0.029159,60464.6172,0.058606,1.574379,0.587807,178.32251,0.020547,0.258485,0.0727,0.1819,0.999981,4.9e-05,0.521799,0.021895,0.032726,True
1902,63.4634,0.020168,41820.3672,0.051466,0.935307,0.728208,45.040585,0.01532,0.0,0.3378,-0.234,0.999984,3.2e-05,0.526529,0.01224,0.027513,True
1908,63.6636,0.026036,53988.2812,0.056072,1.40325,0.587716,98.184378,0.024152,0.092328,0.8759,-0.7826,1.000061,8e-06,0.525637,0.021538,0.036445,True
1914,63.8638,0.019028,39456.0938,0.053872,0.87531,0.753542,29.203356,0.01731,0.0,0.1021,-0.0385,0.999969,1.2e-05,0.530405,0.011575,0.027627,True
1920,64.064,0.025947,53804.5469,0.060382,1.385176,0.599096,74.506967,0.011913,0.09804,0.3724,-0.5453,1.000015,3.1e-05,0.528035,0.020487,0.033416,True
1926,64.2642,0.02365,49041.4219,0.059952,1.10434,0.707085,64.081801,0.018406,0.000613,-2.0581,-0.0966,0.999958,7.2e-05,0.528208,0.013023,0.030354,True
1932,64.4644,0.026864,55705.1875,0.061652,1.392452,0.615768,133.9939,0.00941,0.124661,-1.2484,-0.328,0.999971,-3.8e-05,0.526846,0.020067,0.036869,True
1938,64.6646,0.025651,53190.4883,0.060141,1.107078,0.721622,40.607584,0.00692,0.062378,-0.3627,0.1,0.999985,3.6e-05,0.526475,0.013399,0.029287,True
1944,64.8648,0.030309,62848.9844,0.06414,1.636327,0.607249,334.72181,0.008511,0.229044,0.2253,0.4026,1.000012,6e-06,0.52988,0.021206,0.041331,True
1950,65.065,0.025755,53405.7852,0.058577,1.306472,0.68598,225.878198,0.005898,0.028171,0.2963,0.357,0.999955,2.4e-05,0.528861,0.015762,0.034032,True
1956,65.2652,0.026995,55976.4922,0.056503,1.40305,0.604908,136.24637,0.007666,0.068813,0.0537,0.5638,0.999981,-1.9e-05,0.532277,0.020321,0.03364,True
1962,65.4654,0.02097,43483.5664,0.052552,1.036216,0.69872,93.578299,0.005821,0.0,0.4291,-0.0075,0.999936,-4.2e-05,0.526653,0.013014,0.029023,True
1968,65.6656,0.026686,55335.1953,0.057373,1.472154,0.587174,184.27656,0.00779,0.062298,0.4294,0.0039,1.000051,9.2e-05,0.529977,0.020977,0.035673,True
1974,65.8658,0.021294,44154.7852,0.054143,1.106217,0.699097,130.965653,0.004053,0.0,-0.0133,0.5208,0.999938,-7e-06,0.52567,0.014145,0.03127,True
1980,66.066,0.025367,52600.5703,0.054055,1.434296,0.567068,128.768432,0.033877,0.0,0.5916,-0.2185,1.000036,1.9e-05,0.526914,0.021136,0.032897,True
1986,66.2662,0.02174,45079.6094,0.051832,1.049648,0.706069,32.849867,0.007413,0.0,0.192,0.2086,0.999976,-1.3e-05,0.526318,0.012712,0.024098,True
1992,66.4664,0.02491,51653.7969,0.047777,1.29984,0.578361,49.782776,0.007782,0.0,-0.0117,0.1085,1.000002,2.9e-05,0.531471,0.017284,0.023027,True
1998,66.6666,0.02118,43918.125,0.048603,1.013325,0.694899,79.661821,0.042452,0.0,0.3219,-0.1178,1.000002,-4e-06,0.531867,0.011062,0.022078,True
