frame_idx,timestamp_sec,motion_magnitude_mean,motion_magnitude_sum,motion_area_ratio,motion_entropy,motion_concentration,small_motion_energy,new_motion_region_score,scene_change_score,global_motion_dx,global_motion_dy,global_motion_scale,global_motion_rotation,global_motion_score,residual_motion_mean,residual_motion_area_ratio,camera_motion_flag,global_flow_method,original_motion_mean,global_motion_mean,flow_direction_coherence,background_jitter_flag,background_jitter_score,jitter_suppression_applied
1434,47.8478,0.087443,181321.1562,0.68986,3.652928,0.249824,671.707536,0.134256,2.733385,-0.9122,-0.0152,0.999994,-2e-06,0.551505,0.087443,0.68986,False,affine,0.179631,0.500126,0.976449,False,0.61846,False
1440,48.048,0.138587,287373.1875,0.975555,3.893198,0.203496,7.814954,0.029143,3.546512,-0.2957,0.0239,1.000002,6e-06,0.550494,0.138587,0.975555,False,affine,0.192134,0.497867,0.846056,False,0.553817,False
1446,48.2482,0.07903,163876.875,0.702149,3.381296,0.251842,677.308597,0.000322,0.881501,0.3228,0.0438,1.000013,-0.000102,0.550647,0.07903,0.702149,False,affine,0.104958,0.467863,0.764011,False,0.654523,False
1452,48.4484,0.062259,129099.3594,0.596074,2.823028,0.218011,1318.324962,3.5e-05,0.293574,0.5335,0.0538,0.999982,4e-05,0.550945,0.062259,0.596074,False,affine,0.105824,0.490829,0.895328,False,0.726499,False
1458,48.6486,0.02912,60382.2656,0.110942,2.205146,0.321775,1058.239506,0.0,0.0,-0.0593,-0.0167,1.000013,-4.7e-05,0.550166,0.02912,0.110942,False,affine,0.030956,0.51909,0.54857,False,0.658894,False
1464,48.8488,0.049816,103298.3125,0.369043,2.514193,0.234067,2891.075333,0.0,0.0,-0.3162,0.028,1.000041,-1.3e-05,0.550604,0.049816,0.369043,False,affine,0.061098,0.498556,0.647208,False,0.726644,False
1470,49.049,0.031679,65689.6406,0.135988,2.250529,0.278904,1965.22064,0.0,0.0,-0.1934,-0.0522,1.000026,-1.5e-05,0.550388,0.031679,0.135988,False,affine,0.037425,0.503618,0.681483,False,0.793799,False
1476,49.2492,0.04277,88688.3125,0.250934,2.310765,0.237763,2702.28824,7e-05,0.0,0.5588,0.0948,0.999979,-5.3e-05,0.551012,0.04277,0.250934,False,affine,0.08237,0.496166,0.899989,False,0.792934,False
1482,49.4494,0.02665,55261.375,0.092415,2.072128,0.289921,1832.455051,0.000101,0.0,0.2053,0.016,0.999986,4.5e-05,0.550403,0.02665,0.092415,False,affine,0.032631,0.48813,0.68056,False,0.742369,False
1488,49.6496,0.00366,7588.9453,0.02382,0.244705,0.876621,499.481922,6.6e-05,0.0,0.3535,0.031,1.000011,-1.8e-05,0.550616,0.03022,0.069421,True,affine,0.049666,0.498396,0.84284,True,0.837227,True
1494,49.8498,0.023284,48280.6992,0.042402,1.702179,0.276524,671.443048,0.000235,0.0,0.3084,0.0403,0.999985,-2.1e-05,0.550554,0.023284,0.042402,True,affine,0.028226,0.500876,0.66111,False,0.713507,False
1500,50.05,0.03773,78237.8906,0.167519,2.13807,0.230713,2287.038024,0.046538,0.0,0.5549,0.0065,1.000046,-5.3e-05,0.548837,0.03773,0.167519,False,affine,0.090188,0.502427,0.942488,False,0.807076,False
1506,50.2502,0.026251,54434.8984,0.068422,1.933069,0.292697,1004.124083,0.004504,0.0,0.251,-0.044,0.99999,4e-05,0.549371,0.026251,0.068422,True,affine,0.033984,0.48296,0.699877,False,0.773112,False
1512,50.4504,0.093004,192852.3125,0.87241,3.384336,0.209676,240.27541,0.388638,1.791071,0.0187,0.0519,1.000015,-2e-05,0.550135,0.093004,0.87241,False,affine,0.095089,0.466023,0.249834,False,0.483289,False
1518,50.6506,0.069882,144908.0,0.498403,3.425867,0.311334,1201.251102,0.014952,0.920037,-1.899,-0.039,0.99994,7.1e-05,0.553276,0.069882,0.498403,False,affine,0.200834,0.500773,0.990941,False,0.657518,False
1524,50.8508,0.071325,147899.4219,0.719206,2.981233,0.221294,986.438523,0.002764,0.762301,-0.7014,0.0145,1.000016,-5.8e-05,0.551228,0.071325,0.719206,False,affine,0.127089,0.488455,0.902046,False,0.686754,False
1530,51.051,0.047149,97768.3438,0.341689,2.704978,0.260163,2028.56821,0.000121,0.106175,0.2229,0.0057,1.000037,-6.8e-05,0.550492,0.047149,0.341689,False,affine,0.061204,0.501074,0.739395,False,0.759515,False
1536,51.2512,0.052458,108776.2188,0.427453,2.567461,0.225961,3627.892071,0.000204,0.187617,0.4002,-0.055,0.999992,0.000114,0.550777,0.052458,0.427453,False,affine,0.065568,0.4708,0.830891,False,0.771499,False
1542,51.4514,0.044471,92215.5469,0.305393,2.75792,0.284445,2624.337924,4e-06,0.0,-0.288,0.019,1.000007,-7.4e-05,0.550551,0.044471,0.305393,False,affine,0.056645,0.466356,0.703815,False,0.759264,False
1548,51.6516,0.07285,151061.9844,0.744901,2.965141,0.217715,787.052021,0.001894,0.552599,-0.2242,0.0551,0.999988,1e-05,0.550408,0.07285,0.744901,False,affine,0.098954,0.501904,0.632485,False,0.634096,False
1554,51.8518,0.049249,102123.3281,0.314289,2.88846,0.309694,2289.424621,6.6e-05,0.0,-0.2253,-0.0517,1.000016,1.9e-05,0.550424,0.049249,0.314289,False,affine,0.063578,0.503327,0.723199,False,0.747819,False
1560,52.052,0.083969,174118.5625,0.834951,3.179508,0.212515,293.834076,0.002327,0.487839,0.5666,0.0614,0.999973,-3.6e-05,0.551012,0.083969,0.834951,False,affine,0.136147,0.500969,0.842982,False,0.633682,False
1566,52.2522,0.062353,129294.4844,0.470638,3.217846,0.280243,1205.011945,0.000251,0.021156,0.7793,0.0354,1.000033,-7.8e-05,0.551405,0.062353,0.470638,False,affine,0.189735,0.495689,0.962205,False,0.663956,False
1572,52.4524,0.055865,115841.6016,0.417561,2.837484,0.259177,2456.658451,0.00016,0.0,1.3243,-0.0816,1.000061,5.1e-05,0.552324,0.055865,0.417561,False,affine,0.177502,0.501941,0.961077,False,0.679369,False
1578,52.6526,0.052585,109041.0234,0.414688,2.88456,0.260279,1495.154179,0.000142,0.0,-0.4193,-0.0463,1.000005,0.000104,0.550792,0.052585,0.414688,False,affine,0.092749,0.472744,0.910228,False,0.764844,False
1584,52.8528,0.094672,196312.5625,0.761387,3.596999,0.284412,636.801424,0.000489,0.598454,-1.9337,0.0243,1.000015,-6e-05,0.553241,0.094672,0.761387,False,affine,0.201944,0.496061,0.977482,False,0.6039,False
1590,53.053,0.046724,96886.2344,0.333196,2.873799,0.294304,2979.00101,7.6e-05,0.0,-0.1661,0.0675,0.999965,-3.5e-05,0.550388,0.046724,0.333196,False,affine,0.056029,0.50409,0.751038,False,0.76961,False
1596,53.2532,0.073751,152929.9219,0.73711,3.051291,0.227353,796.093853,0.001838,0.198819,0.3687,-0.0521,1.000049,1.6e-05,0.55071,0.073751,0.73711,False,affine,0.096717,0.502383,0.808966,False,0.687724,False
1602,53.4534,0.055467,115015.5781,0.403775,3.07511,0.291868,2787.719012,0.000176,0.0,-0.2853,-0.0195,1.000006,-2.5e-05,0.5505,0.055467,0.403775,False,affine,0.070163,0.479919,0.756667,False,0.738108,False
1608,53.6536,0.065513,135847.9375,0.659909,2.864559,0.213402,1599.286789,0.000821,0.011808,-0.2167,0.0437,1.000037,-2.1e-05,0.550447,0.065513,0.659909,False,affine,0.07141,0.502086,0.559306,False,0.657421,False
1614,53.8538,0.047228,97930.9688,0.298819,2.861372,0.322638,2173.798693,3e-05,0.0,-0.1865,-0.0745,0.999988,4.7e-05,0.550392,0.047228,0.298819,False,affine,0.053291,0.468915,0.744579,False,0.769706,False
1620,54.054,0.104104,215870.6719,0.923171,3.485708,0.207985,69.289738,0.004773,0.631406,0.3073,0.0415,1.000016,-4.6e-05,0.550577,0.104104,0.923171,False,affine,0.127517,0.48786,0.584816,False,0.533759,False
1626,54.2542,0.063454,131579.0938,0.522667,3.176626,0.261303,1457.631375,0.000237,0.0,0.6974,-0.0357,0.999988,6.3e-05,0.55122,0.063454,0.522667,False,affine,0.103067,0.484457,0.896646,False,0.727566,False
1632,54.4544,0.083757,173678.7344,0.824162,3.191584,0.215177,310.838858,0.000488,0.270273,0.7159,0.0857,1.00002,-4.1e-05,0.551251,0.083757,0.824162,False,affine,0.172652,0.496269,0.940923,False,0.622927,False
1638,54.6546,0.060723,125915.7969,0.529172,3.070547,0.259387,1554.242753,2.4e-05,0.0,0.5272,-0.0073,0.999984,-1.8e-05,0.550906,0.060723,0.529172,False,affine,0.093923,0.50048,0.857384,False,0.731409,False
1644,54.8548,0.075436,156424.5,0.753362,3.111829,0.217066,875.841306,0.000205,0.084799,0.2523,-0.0467,1.000001,5.6e-05,0.550471,0.075436,0.753362,False,affine,0.088924,0.476054,0.754378,False,0.676636,False
1650,55.055,0.071418,148093.25,0.490645,3.434701,0.31804,1263.558366,1.7e-05,0.05624,-1.9868,-0.0869,1.00001,-2e-06,0.553269,0.071418,0.490645,False,affine,0.20144,0.499996,0.990252,False,0.654239,False
1656,55.2552,0.117303,243239.7812,0.937756,3.736413,0.218563,37.982971,0.001385,0.673722,-0.3218,0.0781,1.00001,-5.7e-05,0.55061,0.117303,0.937756,False,affine,0.135684,0.477546,0.819817,False,0.595185,False
1662,55.4554,0.076237,158085.6562,0.653797,3.415519,0.25492,1049.869367,9.9e-05,0.024139,0.1648,0.0093,1.000007,2.1e-05,0.550302,0.076237,0.653797,False,affine,0.088085,0.498089,0.522784,False,0.606489,False
1668,55.6556,0.104428,216541.0,0.922673,3.511993,0.213164,90.402652,0.000534,0.364754,-0.0088,0.012,0.999981,-3e-06,0.550062,0.104428,0.922673,False,affine,0.104565,0.501172,0.064931,False,0.403296,False
1674,55.8558,0.046421,96257.9688,0.328433,2.927636,0.310571,1800.764691,1.1e-05,0.0,-0.0679,0.0272,0.999985,9e-06,0.550155,0.046421,0.328433,False,affine,0.04948,0.500633,0.518023,False,0.707588,False
1680,56.056,0.068657,142367.7188,0.700663,2.936699,0.206342,1217.919081,9.3e-05,0.0,-0.1582,-0.0398,1.000032,6e-06,0.550331,0.068657,0.700663,False,affine,0.076281,0.494278,0.482112,False,0.622563,False
1686,56.2562,0.025274,52408.0898,0.120664,2.127443,0.325295,2160.960308,0.0,0.0,-0.0435,0.0164,0.999986,1e-06,0.550102,0.025274,0.120664,False,affine,0.025907,0.494233,0.431395,False,0.624193,False
1692,56.4564,0.105862,219514.75,0.927405,3.515019,0.205705,49.393681,0.001944,0.450846,0.28,0.009,1.000021,-1.7e-05,0.55051,0.105862,0.927405,False,affine,0.128314,0.502837,0.763357,False,0.586436,False
1698,56.6566,0.067883,140762.7656,0.600537,3.185099,0.254596,1251.025438,0.00012,0.0,0.1042,0.0332,1.000009,-6.2e-05,0.550251,0.067883,0.600537,False,affine,0.063968,0.459673,0.320222,False,0.589224,False
1704,56.8568,0.065491,135801.7812,0.656095,2.881942,0.213814,1268.297289,0.000289,0.0,0.2097,-0.0163,0.999959,5.3e-05,0.550464,0.065491,0.656095,False,affine,0.078027,0.489617,0.714735,False,0.696742,False
1710,57.057,0.087892,182251.9375,0.618282,3.723275,0.270031,813.522457,0.00052,0.173493,1.0894,-0.015,1.000068,-5e-05,0.551948,0.087892,0.618282,False,affine,0.210205,0.502531,0.968714,False,0.614831,False
1716,57.2572,0.077266,160219.375,0.748407,3.161691,0.216134,716.116119,0.000266,0.009427,0.7946,0.0233,0.999957,7.1e-05,0.55144,0.077266,0.748407,False,affine,0.190408,0.495712,0.947692,False,0.629775,False
1722,57.4574,0.077423,160544.8125,0.642886,3.524024,0.244611,1116.451298,2.5e-05,0.067302,0.1271,0.0141,0.999992,-1.8e-05,0.55024,0.077423,0.642886,False,affine,0.086195,0.488307,0.488122,False,0.595818,False
1728,57.6576,0.090371,187392.5312,0.816799,3.434781,0.230003,397.011911,0.000207,0.243753,-1.4757,-0.0711,0.999972,6.4e-05,0.552522,0.090371,0.816799,False,affine,0.214605,0.497628,0.968548,False,0.609823,False
1734,57.8578,0.093849,194605.1406,0.713037,3.776193,0.25623,868.14169,0.000107,0.317105,-0.9934,0.0243,1.000032,-6.1e-05,0.551736,0.093849,0.713037,False,affine,0.220644,0.497525,0.97809,False,0.605729,False
1740,58.058,0.085641,177585.4062,0.848532,3.201133,0.205416,255.062811,0.000219,0.126905,-0.2285,-0.0398,1.000008,-2.2e-05,0.550413,0.085641,0.848532,False,affine,0.091528,0.477805,0.489865,False,0.57398,False
1746,58.2582,0.07867,163130.2188,0.658002,3.455777,0.224612,853.431057,4e-06,0.012548,0.8696,0.0432,0.999957,5.2e-05,0.551547,0.07867,0.658002,False,affine,0.142197,0.500227,0.904868,False,0.656123,False
1752,58.4584,0.135677,281340.3125,0.970329,3.881009,0.206019,24.707032,0.000444,0.633981,0.3372,0.0032,1.000031,-3.9e-05,0.550643,0.135677,0.970329,False,affine,0.187338,0.502481,0.863055,False,0.558916,False
1758,58.6586,0.060365,125173.7969,0.547263,3.039306,0.24757,1238.598196,9e-06,0.0,0.4262,-0.0012,0.999977,3.5e-05,0.550771,0.060365,0.547263,False,affine,0.087287,0.498448,0.77412,False,0.71452,False
1764,58.8588,0.126979,263304.0625,0.951876,3.820223,0.203684,54.667348,0.000272,0.489238,0.1821,0.0329,1.000007,-1.2e-05,0.550326,0.126979,0.951876,False,affine,0.143671,0.496029,0.765613,False,0.57005,False
1770,59.059,0.077584,160877.5156,0.637208,3.571649,0.265807,1313.258722,2.6e-05,0.0,-0.0517,-0.0014,0.999969,-1e-06,0.550141,0.077584,0.637208,False,affine,0.088248,0.497687,0.589744,False,0.623703,False
1776,59.2592,0.106091,219990.9062,0.920888,3.552478,0.215275,64.460462,0.00014,0.173802,0.4095,0.0406,0.999985,-1.6e-05,0.550714,0.106091,0.920888,False,affine,0.15302,0.501496,0.852446,False,0.585712,False
1782,59.4594,0.090731,188139.1562,0.794243,3.551375,0.228855,401.965385,8.4e-05,0.0,0.3471,-0.0754,1.000023,1e-05,0.55063,0.090731,0.794243,False,affine,0.131977,0.50235,0.778636,False,0.605488,False
1788,59.6596,0.140023,290351.2188,0.969701,3.858255,0.186943,46.412458,0.000299,0.480221,0.0677,0.0068,1.00003,-1.2e-05,0.550176,0.140023,0.969701,False,affine,0.154775,0.510358,0.559874,False,0.49599,False
1794,59.8598,0.034018,70539.1094,0.187614,2.421858,0.288103,1679.135525,6e-06,0.0,-0.1525,-0.0261,1.000029,3e-06,0.541509,0.034018,0.187614,False,affine,0.038106,0.494975,0.602105,False,0.770256,False
1800,60.06,0.05118,106126.3828,0.436648,2.504299,0.206704,2598.461947,2e-06,0.0,0.2531,0.0065,0.999951,4.4e-05,0.550542,0.05118,0.436648,False,affine,0.056196,0.505156,0.515338,False,0.689802,False
1806,60.2602,0.067073,139083.0,0.571109,3.27421,0.241203,1261.832094,1e-06,0.0,-0.9682,0.0287,1.0,-3.8e-05,0.551618,0.067073,0.571109,False,affine,0.155396,0.496575,0.965513,False,0.682846,False
1812,60.4604,0.059339,123045.1484,0.387472,3.077959,0.300917,1477.411759,3e-06,0.0,1.7181,0.0518,1.000051,-0.000109,0.552998,0.059339,0.387472,False,affine,0.196025,0.497631,0.969102,False,0.672053,False
1818,60.6606,0.056721,117616.8906,0.262233,2.995019,0.457128,298.38271,1e-06,0.0,5.6969,0.1423,1.00002,-8.2e-05,0.559423,0.056721,0.262233,False,affine,0.275622,0.498242,0.998584,False,0.686133,False
1824,60.8608,0.053742,111440.2188,0.249841,2.848212,0.423558,870.918977,0.001047,0.0,6.8321,-0.2076,1.000008,0.000204,0.561369,0.053742,0.249841,False,affine,0.212364,0.492517,0.991571,False,0.689986,False
1830,61.061,0.085241,176756.5,0.737001,3.609456,0.230621,823.409399,0.022689,0.157382,0.0239,0.0035,0.999961,5e-06,0.550114,0.085241,0.737001,False,affine,0.086215,0.462324,0.272787,False,0.515559,False
1836,61.2612,0.084612,175452.1406,0.829014,3.272115,0.201937,441.386354,0.00624,0.137019,-0.0416,-0.0328,1.000024,8e-06,0.550136,0.084612,0.829014,False,affine,0.085727,0.508221,0.095991,False,0.464321,False
1842,61.4614,0.065453,135724.2344,0.575429,3.244394,0.258907,1407.038102,0.001327,0.0,-0.0457,-0.0175,1.000019,5e-06,0.550119,0.065453,0.575429,False,affine,0.068308,0.498518,0.335438,False,0.593827,False
1848,61.6616,0.062477,129551.3125,0.587673,2.893555,0.227217,1667.888039,0.000815,0.0,-0.0093,0.0146,0.999962,-1.4e-05,0.550109,0.062477,0.587673,False,affine,0.062225,0.507846,0.064019,False,0.525114,False
1854,61.8618,0.032534,67462.2188,0.176466,2.455278,0.315408,1568.52792,0.0,0.0,-0.0053,-0.0087,1.000021,-2e-06,0.550056,0.032534,0.176466,False,affine,0.032047,0.474239,0.141372,False,0.578692,False
1860,62.062,0.094429,195807.5,0.879992,3.405373,0.201356,235.74591,0.001569,0.527052,0.0065,-0.0019,1.000022,7e-06,0.550057,0.094429,0.879992,False,affine,0.095943,0.508238,0.229455,False,0.473376,False
1866,62.2622,0.04819,99926.7656,0.362993,2.970964,0.291147,1876.300107,0.000107,0.0,0.0058,-0.0037,0.999958,5e-06,0.550092,0.04819,0.362993,False,affine,0.049887,0.50864,0.379167,False,0.66194,False
1872,62.4624,0.082788,171668.5938,0.828495,3.206607,0.199739,341.464731,0.001505,0.288046,-0.038,-0.0287,0.999993,-4e-06,0.550094,0.082788,0.828495,False,affine,0.085729,0.499426,0.202505,False,0.499922,False
1878,62.6626,0.042469,88063.5234,0.302209,2.809509,0.291527,2591.129993,0.000163,0.0,0.0134,0.0077,0.999987,8e-06,0.550056,0.042469,0.302209,False,affine,0.042573,0.465347,0.119224,False,0.603527,False
1884,62.8628,0.07331,152014.8281,0.725276,3.103521,0.224418,713.707514,0.001482,0.124492,-0.0659,-0.0381,1.000009,0.0,0.55014,0.07331,0.725276,False,affine,0.07755,0.504396,0.254607,False,0.543596,False
1890,63.063,0.076743,159134.9688,0.669523,3.376325,0.222455,856.257842,0.019027,0.14286,-0.6156,0.001,1.000012,3.1e-05,0.551055,0.076743,0.669523,False,affine,0.145709,0.495701,0.894539,False,0.652976,False
1896,63.2632,0.084918,176086.8125,0.828657,3.239419,0.205017,298.281106,0.000547,0.280812,-0.9565,-0.034,0.999964,-1.5e-05,0.551642,0.084918,0.828657,False,affine,0.185936,0.500774,0.952439,False,0.615895,False
1902,63.4634,0.077795,161316.1719,0.658367,3.460208,0.236949,1120.3148,6.2e-05,0.172833,-1.0225,0.0534,1.000007,-1.7e-05,0.551701,0.077795,0.658367,False,affine,0.161793,0.49924,0.951065,False,0.649959,False
1908,63.6636,0.102031,211572.4062,0.930006,3.375276,0.19105,53.924394,0.000706,0.510118,-0.9585,-0.049,0.999998,3.1e-05,0.551599,0.102031,0.930006,False,affine,0.16095,0.491838,0.938757,False,0.602794,False
1914,63.8638,0.077509,160721.7031,0.665656,3.428801,0.231886,752.218511,4.9e-05,0.083721,-0.917,-0.0177,0.999965,5e-05,0.551606,0.077509,0.665656,False,affine,0.153665,0.500246,0.966144,False,0.664087,False
1920,64.064,0.091781,190317.7031,0.831321,3.435855,0.230036,313.289095,6.9e-05,0.20736,-1.704,0.0315,0.999954,1e-06,0.551769,0.091781,0.831321,False,affine,0.192992,0.498865,0.974032,False,0.608647,False
1926,64.2642,0.098183,203591.4375,0.77541,3.782121,0.23167,564.603407,7.8e-05,0.296081,-1.1427,-0.0087,1.000054,-4.7e-05,0.552007,0.098183,0.77541,False,affine,0.153095,0.50201,0.970219,False,0.624595,False
1932,64.4644,0.131592,272868.625,0.969022,3.814436,0.195233,9.474626,0.000334,0.629564,-0.25,0.0648,0.999958,1.9e-05,0.550514,0.131592,0.969022,False,affine,0.175861,0.500248,0.760934,False,0.532879,False
1938,64.6646,0.097382,201930.3438,0.781536,3.750917,0.241779,432.487779,1.1e-05,0.137195,-0.5454,-0.0388,1.000045,-5.4e-05,0.551023,0.097382,0.781536,False,affine,0.110907,0.498504,0.869256,False,0.642784,False
1944,64.8648,0.116964,242537.1406,0.94429,3.692115,0.20328,26.250386,0.000167,0.283568,-0.3928,-0.025,0.999996,5e-06,0.550656,0.116964,0.94429,False,affine,0.1389,0.500148,0.767662,False,0.575965,False
1950,65.065,0.095038,197070.5312,0.755191,3.778264,0.241243,590.097044,1.9e-05,0.0,-0.167,-0.036,1.000016,-1.1e-05,0.550318,0.095038,0.755191,False,affine,0.102041,0.502925,0.710074,False,0.609567,False
1956,65.2652,0.1254,260030.375,0.963929,3.725856,0.198473,12.378795,0.000151,0.288547,-0.5435,-0.014,1.000002,4e-05,0.550927,0.1254,0.963929,False,affine,0.161451,0.493427,0.832686,False,0.570415,False
1962,65.4654,0.069537,144192.0625,0.580772,3.436639,0.258496,1006.373873,1e-06,0.0,-0.0839,-0.0232,1.000027,-2.6e-05,0.550214,0.069537,0.580772,False,affine,0.070608,0.467659,0.430395,False,0.611591,False
1968,65.6656,0.117118,242856.0938,0.936906,3.678561,0.192633,128.863545,5.5e-05,0.164871,-0.1487,0.0355,1.000004,-3.7e-05,0.55029,0.117118,0.936906,False,affine,0.112894,0.464452,0.487817,False,0.520908,False
1974,65.8658,0.068794,142651.3438,0.522704,3.528387,0.289314,1672.718798,1.1e-05,0.0,0.0266,0.0116,0.999956,4e-05,0.550163,0.068794,0.522704,False,affine,0.066665,0.477072,0.096388,False,0.517256,False
1980,66.066,0.129719,268984.5625,0.971687,3.754031,0.19925,8.235208,0.000127,0.282072,-0.4398,-0.0323,1.000005,-2.1e-05,0.550749,0.129719,0.971687,False,affine,0.166662,0.491045,0.809485,False,0.557666,False
1986,66.2662,0.064919,134615.3125,0.488291,3.446968,0.292692,2334.657328,0.0,0.0,-0.059,0.0179,0.999973,1e-05,0.550158,0.064919,0.488291,False,affine,0.06869,0.499753,0.524709,False,0.651253,False
1992,66.4664,0.120121,249082.0312,0.934465,3.776997,0.201842,89.876262,9.9e-05,0.181751,-0.1695,-0.05,1.000046,-2e-06,0.550374,0.120121,0.934465,False,affine,0.136085,0.502722,0.398272,False,0.468276,False
1998,66.6666,0.062342,129272.6875,0.485015,3.397198,0.290988,1358.816752,3.1e-05,0.0,0.0437,0.0474,0.999966,-5e-06,0.550171,0.062342,0.485015,False,affine,0.062996,0.484263,0.018715,False,0.510934,False
2004,66.8668,0.107892,223724.7188,0.903778,3.669979,0.212845,170.67283,0.000172,0.112343,-0.1854,-0.0114,1.00003,-2.7e-05,0.550381,0.107892,0.903778,False,affine,0.119027,0.503977,0.472397,False,0.509467,False
2010,67.067,0.092417,191636.2812,0.74421,3.723357,0.253292,724.829981,2.3e-05,0.0,0.1825,-0.0022,1.00003,-2.1e-05,0.550371,0.092417,0.74421,False,affine,0.105358,0.50583,0.546799,False,0.56214,False
2016,67.2672,0.095523,198076.4062,0.906213,3.331888,0.201007,84.307658,0.000161,0.0,-0.3976,-0.0303,0.999996,0.000104,0.550753,0.095523,0.906213,False,affine,0.134178,0.466534,0.768753,False,0.590494,False
2022,67.4674,0.086503,179371.8906,0.687523,3.612892,0.249024,849.790046,5e-06,0.0,-1.3931,-0.0961,0.999974,2.4e-05,0.552351,0.086503,0.687523,False,affine,0.167504,0.500629,0.975598,False,0.633559,False
2028,67.6676,0.074564,154614.9375,0.552162,3.245117,0.294576,2167.812379,2.3e-05,0.0,-2.7994,0.0719,0.999934,-1.3e-05,0.554707,0.074564,0.552162,False,affine,0.195956,0.49999,0.984184,False,0.646128,False
2034,67.8678,0.097034,201209.6875,0.697046,3.831925,0.284147,607.272088,0.000153,0.074821,-1.7401,0.074,1.000005,-0.0001,0.552945,0.097034,0.697046,False,affine,0.226408,0.487074,0.986701,False,0.601942,False
2040,68.068,0.154745,320879.6875,0.981181,4.037385,0.191559,10.229559,0.000382,0.662082,-0.9469,-0.0475,1.0,5.1e-05,0.551596,0.154745,0.981181,False,affine,0.175193,0.493802,0.920039,False,0.581353,False
2046,68.2682,0.095874,198805.2344,0.735356,3.801146,0.259577,726.062502,4.2e-05,0.002809,0.1756,0.0251,0.999997,-1.9e-05,0.550313,0.095874,0.735356,False,affine,0.095504,0.486346,0.404188,False,0.523393,False
2052,68.4684,0.11676,242112.9062,0.949313,3.653406,0.211101,28.718461,0.000129,0.182958,0.4876,-0.0901,1.000021,1.6e-05,0.550862,0.11676,0.949313,False,affine,0.174309,0.501373,0.84421,False,0.559586,False
2058,68.6686,0.090543,187749.25,0.735326,3.715434,0.267435,821.897329,2e-06,0.0,0.273,0.0589,0.999992,-1.7e-05,0.550486,0.090543,0.735326,False,affine,0.10617,0.499409,0.657553,False,0.598215,False
2064,68.8688,0.121441,251820.3125,0.924969,3.859924,0.210813,145.146162,0.000151,0.200184,0.0612,0.0261,0.999996,1.9e-05,0.550133,0.121441,0.924969,False,affine,0.124075,0.495105,0.4726,False,0.503919,False
2070,69.069,0.07639,158402.7031,0.680262,3.376317,0.234586,632.930358,4e-05,0.0,0.459,0.0221,0.99993,9e-06,0.550884,0.07639,0.680262,False,affine,0.085992,0.495605,0.67563,False,0.654362,False
2076,69.2692,0.075997,157587.7188,0.741101,3.130722,0.22446,652.092992,9.6e-05,0.0,0.4584,0.0431,1.000009,-3e-06,0.550772,0.075997,0.741101,False,affine,0.120537,0.500561,0.862002,False,0.672677,False
2082,69.4694,0.06327,131196.0781,0.520791,3.151207,0.271195,1215.280658,1.2e-05,0.0,0.2253,-0.0957,1.000018,2.9e-05,0.550458,0.06327,0.520791,False,affine,0.076529,0.487097,0.680721,False,0.692644,False
2088,69.6696,0.063939,132582.9375,0.538006,3.000707,0.250254,1547.512581,8e-06,0.0,0.2167,0.0639,0.999932,2.8e-05,0.550517,0.063939,0.538006,False,affine,0.07464,0.511582,0.552477,False,0.654932,False
2094,69.8698,0.064604,133963.2812,0.496988,3.1768,0.281767,1300.131832,3e-06,0.0,0.1396,0.0487,0.999968,-6.1e-05,0.550354,0.064604,0.496988,False,affine,0.067388,0.458339,0.383365,False,0.610925,False
2100,70.07,0.074379,154232.4375,0.70611,3.131267,0.215265,813.531465,3.9e-05,0.0,0.9781,-0.0562,1.000051,3.1e-05,0.551721,0.074379,0.70611,False,affine,0.164685,0.502055,0.946573,False,0.65223,False
2106,70.2702,0.065506,135833.0,0.586073,3.186346,0.237701,1236.688911,2.4e-05,0.0,0.5395,0.0051,0.999994,-1.9e-05,0.550911,0.065506,0.586073,False,affine,0.110295,0.496394,0.824874,False,0.693901,False
2112,70.4704,0.10795,223845.4844,0.914994,3.618181,0.210574,81.560519,0.001142,0.328081,0.2958,-0.0357,1.000001,3.7e-05,0.550522,0.10795,0.914994,False,affine,0.143029,0.484113,0.775679,False,0.573782,False
2118,70.6706,0.043846,90918.75,0.279597,2.905004,0.37192,1584.912,1e-06,0.0,0.0168,0.0197,0.999963,-4e-06,0.550113,0.043846,0.279597,False,affine,0.043252,0.449948,0.210687,False,0.627457,False
2124,70.8708,0.100093,207552.7188,0.88385,3.552127,0.22178,139.165823,0.000518,0.32167,0.2548,-0.0423,1.000018,1.1e-05,0.550464,0.100093,0.88385,False,affine,0.11405,0.502747,0.664387,False,0.572594,False
2130,71.071,0.067551,140073.1094,0.527211,3.425275,0.281468,1715.973418,0.000104,0.0,-0.0246,0.0089,0.999959,5.9e-05,0.55017,0.067551,0.527211,False,affine,0.06751,0.524637,0.334449,False,0.590222,False
2136,71.2712,0.099599,206529.3125,0.875803,3.56545,0.224155,245.697256,0.00023,0.369753,0.1192,0.032,0.999977,-4.5e-05,0.550283,0.099599,0.875803,False,affine,0.109418,0.460299,0.404876,False,0.500689,False
2142,71.4714,0.080308,166526.5312,0.717056,3.404784,0.225571,696.166567,0.000107,0.069722,0.5604,0.0306,1.000029,4.2e-05,0.551006,0.080308,0.717056,False,affine,0.131083,0.50205,0.82748,False,0.64198,False
